,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,Population,customer_loyalty,Service_Count,ServiceCategory,Charges per Service,charges Level,Churn_Flag
3532,Female,63,No,0,Stockton,95202,37.959706,-121.287669,0,50,Yes,27.7,Yes,Yes,Fiber Optic,28.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.65,5551.15,0.0,0,1385.0,6936.15,Churned,Competitor,Competitor had better devices,7071,Loyal,9,Heavy Bundle,616.79,Mid Level of charges,1
3533,Male,59,No,0,Grass Valley,95945,39.194539,-120.988066,0,13,Yes,18.73,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.95,243.65,0.0,0,243.49,487.14,Stayed,Still Customer,Still Customer,23990,Growth,1,Single Service,243.65,Mid Level of charges,0
3534,Male,23,Yes,2,Hornbrook,96044,41.962127,-122.527696,1,47,Yes,15.59,No,Yes,Fiber Optic,52.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.1,4391.45,0.0,0,732.73,5124.18,Stayed,Still Customer,Still Customer,1026,Established,8,Heavy Bundle,548.93,Mid Level of charges,0
3535,Male,46,No,0,Los Angeles,90016,34.028331,-118.354338,0,10,No,0.0,No phone Service,Yes,DSL,30.0,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,29.5,255.25,0.0,40,0.0,295.25,Churned,Dissatisfaction,Service dissatisfaction,46984,Early,2,Light Bundle,127.62,Low Level of charges,1
3536,Male,28,Yes,0,Simi Valley,93063,34.296813,-118.685703,1,23,Yes,18.05,Yes,Yes,Fiber Optic,51.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.25,1968.1,8.3,0,415.15,2374.95,Stayed,Still Customer,Still Customer,49027,Growth,5,Light Bundle,393.62,Mid Level of charges,0
3537,Male,45,Yes,2,Stanford,94305,37.424342,-122.165641,1,57,Yes,41.56,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,19.4,1061.6,0.0,0,2368.92,3430.52,Stayed,Still Customer,Still Customer,13386,Loyal,1,Single Service,1061.6,High Level of charges,0
3538,Female,25,Yes,0,Novato,94949,38.067204,-122.524004,9,56,Yes,42.81,Yes,Yes,Fiber Optic,51.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,4902.8,0.0,0,2397.36,7300.16,Stayed,Still Customer,Still Customer,13361,Loyal,4,Light Bundle,1225.7,High Level of charges,0
3539,Female,51,No,0,Rowland Heights,91748,33.976753,-117.897367,0,10,Yes,17.01,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,24.5,270.15,0.0,0,170.1,440.25,Stayed,Still Customer,Still Customer,46342,Early,1,Single Service,270.15,Mid Level of charges,0
3540,Female,47,Yes,2,Torrance,90505,33.807882,-118.347957,1,30,Yes,16.48,No,Yes,DSL,17.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,66.3,1923.5,0.0,0,494.4,2417.9,Stayed,Still Customer,Still Customer,34873,Established,7,Heavy Bundle,274.79,Mid Level of charges,0
3541,Male,74,No,0,Westlake Village,91361,34.130992,-118.894673,0,43,Yes,8.81,Yes,Yes,Fiber Optic,7.0,No,No,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.85,3645.6,0.0,0,378.83,4024.43,Stayed,Still Customer,Still Customer,18735,Established,4,Light Bundle,911.4,High Level of charges,0
3542,Female,70,No,0,San Diego,92122,32.85723,-117.209774,0,54,Yes,12.08,Yes,Yes,DSL,5.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,82.45,4350.1,0.0,0,652.32,5002.42,Churned,Competitor,Competitor made better offer,34902,Loyal,9,Heavy Bundle,483.34,Mid Level of charges,1
3543,Female,39,Yes,1,Esparto,95627,38.834469,-122.127193,10,9,Yes,8.1,No,Yes,Fiber Optic,20.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.85,647.5,0.0,0,72.9,720.4,Stayed,Still Customer,Still Customer,2756,Early,4,Light Bundle,161.88,Low Level of charges,0
3544,Male,20,No,0,Woodland Hills,91364,34.153733,-118.593408,0,27,Yes,25.51,Yes,Yes,Fiber Optic,69.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.3,2272.8,29.93,130,688.77,3061.64,Stayed,Still Customer,Still Customer,25988,Established,3,Light Bundle,757.6,Mid Level of charges,0
3545,Female,46,No,0,San Geronimo,94963,38.00474,-122.663717,0,20,Yes,33.86,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,18.9,347.65,0.0,0,677.2,1024.85,Stayed,Still Customer,Still Customer,548,Growth,1,Single Service,347.65,Mid Level of charges,0
3546,Male,39,Yes,0,Modesto,95350,37.671806,-121.007575,1,7,Yes,14.75,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.35,451.1,0.0,10,103.25,564.35,Churned,Competitor,Competitor had better devices,52872,Early,2,Light Bundle,225.55,Mid Level of charges,1
3547,Male,35,No,0,Ukiah,95482,39.134075,-123.23422,0,6,Yes,41.16,No,Yes,Cable,10.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,44.75,270.95,0.0,10,246.96,527.91,Churned,Dissatisfaction,Network reliability,30988,New,2,Light Bundle,135.48,Low Level of charges,1
3548,Male,23,Yes,0,Cardiff By The Sea,92007,33.015866,-117.272254,6,51,Yes,26.73,Yes,Yes,Fiber Optic,41.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,110.05,5686.4,20.28,0,1363.23,7029.35,Stayed,Still Customer,Still Customer,10375,Loyal,9,Heavy Bundle,631.82,Mid Level of charges,0
3549,Male,21,No,0,Moraga,94556,37.827946,-122.107185,0,2,Yes,36.06,No,Yes,Fiber Optic,85.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-2.0,140.7,0.0,0,72.12,212.82,Churned,Dissatisfaction,Service dissatisfaction,16510,New,3,Light Bundle,46.9,Low Level of charges,1
3550,Male,69,No,0,New Cuyama,93254,34.956577,-119.750142,0,1,Yes,19.87,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.05,20.05,0.0,0,19.87,39.92,Churned,Price,Long distance charges,798,New,1,Single Service,20.05,Low Level of charges,1
3551,Female,19,No,0,Weott,95571,40.310119,-123.909449,0,1,Yes,38.81,No,Yes,Fiber Optic,52.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,70.7,70.7,0.0,0,38.81,109.51,Joined,Still Customer,Still Customer,270,New,4,Light Bundle,17.68,Low Level of charges,0
3552,Female,57,No,0,Indio,92203,33.752938,-116.230055,0,38,Yes,25.11,Yes,Yes,DSL,13.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,84.1,3187.65,0.0,0,954.18,4141.83,Stayed,Still Customer,Still Customer,2743,Established,9,Heavy Bundle,354.18,Mid Level of charges,0
3553,Male,20,No,0,Loyalton,96118,39.637471,-120.226338,0,11,Yes,13.55,No,Yes,Fiber Optic,27.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.9,866.4,0.0,0,149.05,1015.45,Stayed,Still Customer,Still Customer,1822,Early,4,Light Bundle,216.6,Mid Level of charges,0
3554,Female,49,No,0,Chico,95926,39.745712,-121.84333,0,56,Yes,32.43,Yes,Yes,Fiber Optic,2.0,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,106.8,5914.4,0.0,30,1816.08,7760.48,Stayed,Still Customer,Still Customer,35808,Loyal,7,Heavy Bundle,844.91,High Level of charges,0
3555,Female,35,Yes,0,Sacramento,95823,38.475465,-121.443625,10,72,Yes,29.0,Yes,Yes,Fiber Optic,22.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.65,8182.75,0.0,0,2088.0,10270.75,Stayed,Still Customer,Still Customer,72199,Loyal,10,Heavy Bundle,818.28,High Level of charges,0
3556,Female,52,No,0,Mountain Center,92561,33.638645,-116.55783,0,13,Yes,26.57,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,20.2,273.25,0.0,0,345.41,618.66,Stayed,Still Customer,Still Customer,1500,Growth,1,Single Service,273.25,Mid Level of charges,0
3557,Female,32,No,0,Los Angeles,90022,34.02381,-118.156582,0,1,Yes,7.11,No,Yes,Fiber Optic,26.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.55,75.55,0.0,0,7.11,82.66,Joined,Still Customer,Still Customer,68701,New,4,Light Bundle,18.89,Low Level of charges,0
3558,Female,19,Yes,0,Ladera Ranch,92694,33.569186,-117.640055,8,7,Yes,41.22,No,Yes,Fiber Optic,73.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.2,477.55,0.0,0,288.54,766.09,Stayed,Still Customer,Still Customer,350,Early,3,Light Bundle,159.18,Low Level of charges,0
3559,Female,59,Yes,0,Chico,95973,39.903272,-121.843567,7,51,Yes,20.47,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,25.5,1281.25,0.0,0,1043.97,2325.22,Stayed,Still Customer,Still Customer,26971,Loyal,1,Single Service,1281.25,High Level of charges,0
3560,Female,69,Yes,0,Hacienda Heights,91745,33.998471,-117.973758,5,29,No,0.0,No phone Service,Yes,Cable,23.0,Yes,No,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,45.0,1228.65,0.0,0,0.0,1228.65,Stayed,Still Customer,Still Customer,53686,Established,5,Light Bundle,245.73,Mid Level of charges,0
3561,Male,68,No,0,San Diego,92121,32.898613,-117.202937,0,1,Yes,39.78,No,Yes,Cable,12.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,-9.0,50.15,0.0,0,39.78,89.93,Churned,Competitor,Competitor made better offer,4258,New,4,Light Bundle,12.54,Low Level of charges,1
3562,Male,56,No,0,Badger,93603,36.64545,-118.924982,0,1,Yes,47.26,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.6,20.6,0.0,0,47.26,67.86,Churned,Price,Long distance charges,273,New,1,Single Service,20.6,Low Level of charges,1
3563,Male,24,No,0,Carmel By The Sea,93921,36.554618,-121.922239,0,26,Yes,49.61,No,Yes,DSL,76.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,75.0,1908.35,0.0,0,1289.86,3198.21,Stayed,Still Customer,Still Customer,2966,Established,8,Heavy Bundle,238.54,Mid Level of charges,0
3564,Male,50,No,0,Echo Lake,95721,38.851842,-120.076204,0,3,Yes,13.83,Yes,Yes,Fiber Optic,14.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,323.25,0.0,0,41.49,364.74,Churned,Dissatisfaction,Poor expertise of online support,69,New,8,Heavy Bundle,40.41,Low Level of charges,1
3565,Male,41,No,0,San Diego,92117,32.825086,-117.199424,0,1,Yes,32.82,No,Yes,Fiber Optic,21.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,0.0,10,32.82,118.17,Churned,Competitor,Competitor made better offer,51213,New,3,Light Bundle,25.12,Low Level of charges,1
3566,Female,35,Yes,2,Friant,93626,37.027663,-119.69056,3,67,Yes,40.35,Yes,Yes,Fiber Optic,16.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,106.7,7009.5,0.0,0,2703.45,9712.95,Stayed,Still Customer,Still Customer,1125,Loyal,8,Heavy Bundle,876.19,High Level of charges,0
3567,Female,35,Yes,0,Half Moon Bay,94019,37.45567,-122.407992,3,65,Yes,40.71,Yes,Yes,Fiber Optic,23.0,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.05,6914.95,0.0,60,2646.15,9621.1,Stayed,Still Customer,Still Customer,17929,Loyal,7,Heavy Bundle,987.85,High Level of charges,0
3568,Female,47,No,2,Sacramento,95824,38.517295,-121.439819,0,43,Yes,10.19,No,Yes,Fiber Optic,10.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,106.0,4532.3,0.0,130,438.17,5100.47,Stayed,Still Customer,Still Customer,30580,Established,8,Heavy Bundle,566.54,Mid Level of charges,0
3569,Female,35,No,0,Nipomo,93444,35.050345,-120.489599,0,39,No,0.0,No phone Service,Yes,DSL,4.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.75,2011.4,0.0,0,0.0,2011.4,Churned,Attitude,Attitude of support person,15405,Established,6,Heavy Bundle,335.23,Mid Level of charges,1
3570,Female,22,Yes,1,Daggett,92327,34.875144,-116.821698,9,9,Yes,30.83,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.35,191.1,0.0,0,277.47,468.57,Stayed,Still Customer,Still Customer,678,Early,1,Single Service,191.1,Low Level of charges,0
3571,Male,19,Yes,1,Rancho Cucamonga,91701,34.132275,-117.611478,1,30,Yes,10.24,Yes,Yes,Fiber Optic,48.0,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.55,2570.2,0.0,0,307.2,2877.4,Stayed,Still Customer,Still Customer,39064,Established,6,Heavy Bundle,428.37,Mid Level of charges,0
3572,Female,49,Yes,1,San Jose,95129,37.305622,-122.000887,3,32,Yes,46.66,No,Yes,DSL,17.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.4,1864.65,0.0,0,1493.12,3357.77,Stayed,Still Customer,Still Customer,37570,Established,6,Heavy Bundle,310.78,Mid Level of charges,0
3573,Male,63,Yes,3,Burbank,91505,34.174215,-118.345928,1,25,Yes,36.17,No,Yes,DSL,53.0,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,53.65,1355.45,0.0,0,904.25,2259.7,Stayed,Still Customer,Still Customer,29245,Established,5,Light Bundle,271.09,Mid Level of charges,0
3574,Male,56,No,0,Santa Barbara,93111,34.460197,-119.802602,0,13,Yes,10.11,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.75,265.75,0.0,0,131.43,397.18,Stayed,Still Customer,Still Customer,16477,Growth,1,Single Service,265.75,Mid Level of charges,0
3575,Female,55,Yes,0,Eureka,95501,40.796621,-124.15428,4,3,Yes,41.36,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,19.9,45.75,0.0,0,124.08,169.83,Joined,Still Customer,Still Customer,23224,New,1,Single Service,45.75,Low Level of charges,0
3576,Male,35,No,0,Alleghany,95910,39.467828,-120.841386,0,2,Yes,15.83,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.25,36.8,0.0,0,31.66,68.46,Joined,Still Customer,Still Customer,118,New,1,Single Service,36.8,Low Level of charges,0
3577,Male,42,Yes,2,Bakersfield,93308,35.559617,-118.925185,1,67,Yes,10.9,No,Yes,Cable,26.0,Yes,Yes,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,54.2,3838.2,0.0,10,730.3,4578.5,Stayed,Still Customer,Still Customer,44915,Loyal,4,Light Bundle,959.55,High Level of charges,0
3578,Male,77,Yes,0,Los Angeles,90067,34.057496,-118.413959,3,66,Yes,21.79,Yes,Yes,Fiber Optic,9.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.45,7076.35,0.0,0,1438.14,8514.49,Stayed,Still Customer,Still Customer,2527,Loyal,8,Heavy Bundle,884.54,High Level of charges,0
3579,Female,61,Yes,1,Redding,96001,40.587919,-122.464732,8,4,Yes,44.64,No,Yes,Cable,21.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.3,217.1,0.0,0,178.56,395.66,Stayed,Still Customer,Still Customer,31586,New,4,Light Bundle,54.28,Low Level of charges,0
3580,Female,50,Yes,3,West Sacramento,95691,38.627951,-121.593287,6,50,Yes,49.18,Yes,Yes,DSL,76.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.05,4042.2,0.0,0,2459.0,6501.2,Stayed,Still Customer,Still Customer,19050,Loyal,9,Heavy Bundle,449.13,Mid Level of charges,0
3581,Female,58,No,0,Belmont,94002,37.509366,-122.306132,0,60,No,0.0,No phone Service,Yes,Cable,5.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.8,3027.4,0.0,0,0.0,3027.4,Churned,Competitor,Competitor offered more data,25566,Loyal,6,Heavy Bundle,504.57,Mid Level of charges,1
3582,Male,47,No,0,Freedom,95019,36.936228,-121.785559,0,64,Yes,25.95,Yes,Yes,Fiber Optic,23.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.65,6889.8,0.0,0,1660.8,8550.6,Stayed,Still Customer,Still Customer,4753,Loyal,8,Heavy Bundle,861.22,High Level of charges,0
3583,Female,64,No,0,Woodbridge,95258,38.169605,-121.310964,0,59,Yes,41.23,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,24.45,1493.1,0.0,0,2432.57,3925.67,Stayed,Still Customer,Still Customer,4176,Loyal,1,Single Service,1493.1,High Level of charges,0
3584,Male,55,No,0,Tupman,93276,35.316263,-119.402559,0,51,Yes,45.92,Yes,Yes,Fiber Optic,12.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,83.4,4149.45,29.76,30,2341.92,6491.61,Stayed,Still Customer,Still Customer,236,Loyal,4,Light Bundle,1037.36,High Level of charges,0
3585,Female,37,No,0,Challenge,95925,39.461768,-121.195825,0,1,Yes,26.41,No,Yes,Cable,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.3,45.3,0.0,0,26.41,71.71,Churned,Competitor,Competitor had better devices,262,New,3,Light Bundle,15.1,Low Level of charges,1
3586,Female,54,No,0,San Jose,95122,37.32886,-121.834567,0,10,Yes,37.45,No,Yes,DSL,5.0,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,64.9,685.55,0.0,0,374.5,1060.05,Stayed,Still Customer,Still Customer,59841,Early,7,Heavy Bundle,97.94,Low Level of charges,0
3587,Female,25,Yes,3,Canyon Dam,95923,40.171312,-121.120605,1,17,Yes,20.23,No,Yes,DSL,69.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.35,920.5,0.0,0,343.91,1264.41,Stayed,Still Customer,Still Customer,86,Growth,5,Light Bundle,184.1,Low Level of charges,0
3588,Female,46,Yes,0,Yorba Linda,92887,33.884073,-117.732197,1,18,No,0.0,No phone Service,Yes,Cable,30.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.05,669.85,0.0,0,0.0,669.85,Churned,Dissatisfaction,Lack of self-service on Website,20893,Growth,4,Light Bundle,167.46,Low Level of charges,1
3589,Male,50,No,0,Corona,92881,33.833686,-117.513063,0,1,Yes,1.47,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,20.65,20.65,0.0,0,1.47,22.12,Joined,Still Customer,Still Customer,21911,New,1,Single Service,20.65,Low Level of charges,0
3590,Female,39,Yes,0,Huntington Beach,92647,33.723579,-118.005441,1,58,Yes,27.99,Yes,Yes,Fiber Optic,24.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.45,6144.55,0.0,0,1623.42,7767.97,Churned,Dissatisfaction,Product dissatisfaction,58764,Loyal,9,Heavy Bundle,682.73,Mid Level of charges,1
3591,Female,32,Yes,0,Beverly Hills,90210,34.099891,-118.414338,10,59,Yes,45.75,No,Yes,Fiber Optic,11.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,100.05,6034.85,0.0,0,2699.25,8734.1,Stayed,Still Customer,Still Customer,21397,Loyal,8,Heavy Bundle,754.36,Mid Level of charges,0
3592,Female,36,No,0,Santa Fe Springs,90670,33.933565,-118.062611,0,2,Yes,46.78,No,Yes,Fiber Optic,12.0,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,91.15,168.5,0.0,10,93.56,272.06,Joined,Still Customer,Still Customer,16271,New,5,Light Bundle,33.7,Low Level of charges,0
3593,Female,45,No,0,Platina,96076,40.367964,-122.937379,0,24,Yes,30.18,No,Yes,DSL,4.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,56.35,1381.2,0.0,0,724.32,2105.52,Stayed,Still Customer,Still Customer,215,Growth,5,Light Bundle,276.24,Mid Level of charges,0
3594,Female,21,Yes,0,San Francisco,94105,37.789168,-122.395009,1,47,Yes,45.9,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,19.65,921.55,0.0,0,2157.3,3078.85,Stayed,Still Customer,Still Customer,2066,Established,1,Single Service,921.55,High Level of charges,0
3595,Female,33,Yes,0,Sausalito,94965,37.848641,-122.515692,1,3,Yes,31.61,Yes,Yes,Fiber Optic,20.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,91.5,242.95,0.0,10,94.83,347.78,Churned,Competitor,Competitor offered higher download speeds,11213,New,5,Light Bundle,48.59,Low Level of charges,1
3596,Female,28,Yes,0,Lakeport,95453,39.080469,-122.955176,5,55,Yes,2.36,No,Yes,DSL,69.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,56.8,3112.05,0.0,0,129.8,3241.85,Stayed,Still Customer,Still Customer,11180,Loyal,6,Heavy Bundle,518.68,Mid Level of charges,0
3597,Male,77,Yes,0,Santa Barbara,93101,34.419203,-119.710008,1,43,Yes,14.52,Yes,Yes,Fiber Optic,5.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,110.75,4687.9,0.0,0,624.36,5312.26,Churned,Competitor,Competitor made better offer,31727,Established,8,Heavy Bundle,585.99,Mid Level of charges,1
3598,Female,49,No,1,Los Osos,93402,35.279984,-120.824288,0,1,Yes,46.17,No,Yes,Cable,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,45.95,45.95,0.0,0,46.17,92.12,Churned,Competitor,Competitor had better devices,14859,New,3,Light Bundle,15.32,Low Level of charges,1
3599,Male,30,No,0,San Francisco,94130,37.820894,-122.369725,0,11,Yes,38.88,No,Yes,Fiber Optic,30.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.5,791.75,0.0,0,427.68,1219.43,Churned,Competitor,Competitor made better offer,1458,Early,4,Light Bundle,197.94,Low Level of charges,1
